Subject,Start Date,End Date,All day event,Description,Location
"3355 opens",6/9/2023,6/9/2023,true,"Admission 0 yen","202\, 3-2-12 Nihonbashi-honcho\, Chuo-ku\, Tokyo 103-0023"
"Maurice Joosten 'Transience' opens",6/9/2023,6/9/2023,true,"Admission 0 yen","1F 3-16-14 Minami Aoyama\, Minato-ku\, Tokyo 107-0062"
"Aradomo 'Oboe' opens",6/9/2023,6/9/2023,true,"Admission 0 yen","2F 1139 Minami Aoyama\, 1-11-39 Minami Aoyama\, Minato-ku\, Tokyo 107-0062"
"Yozo Hamaguchi + Tetsuro Sawada Exhibition opens",6/8/2023,6/8/2023,true,"Admission Adults ¥100; Elementary School Students and Under free; Seniors 65 & Over\, Persons with Disability Certificates free.  [Special Exhibition] Adults ¥300\, High School and Junior High School Students ¥100 yen","7F FF Bldg.\, 1-8-16 Kichijoji Honcho\, Musashino-shi\, Tokyo 180-0004"
"Aesop's Illustrated Tales opens",6/8/2023,6/8/2023,true,"Admission Adults ¥100; Elementary School Students and Under free; Seniors 65 & Over\, Persons with Disability Certificates free.  [Special Exhibition] Adults ¥300\, High School and Junior High School Students ¥100 yen","7F FF Bldg.\, 1-8-16 Kichijoji Honcho\, Musashino-shi\, Tokyo 180-0004"
"Kumagai Morikazu Museum of Art 38th Anniversary opens",4/11/2023,4/11/2023,true,"Admission Adults ¥500\, High School and University Students ¥300\, Junior High and Elementary School Students ¥100. Special Exhibition Fees may be charged separately. yen","2-27-6 Chihaya\, Toshima-ku\, Tokyo 171-0044"
"Yoshihiro Tatsuki 'True?' opens",6/8/2023,6/8/2023,true,"Admission 0 yen","4-21-5 Inokashira\, Mitaka-shi\, Tokyo 181-0001"
"Makoto Kagoshima 'Everyday' opens",10/7/2023,10/7/2023,true,"Admission Adults ¥1800\, University Students ¥1200\, High School Students ￥1000\, Junior High and Elementary School Students ￥600 yen","2F W3 GREEN SPRINGS\, 3-1 Midori-cho\, Tachikawa-shi\, Tokyo 190-0014"
"Mitsui Takatoshi and Echigoya - Business and Culture in 17th Century Japan opens",6/28/2023,6/28/2023,true,"Admission Adults ¥1000\, University and High School Students ¥500\, Junior High School Students and Under free. Special Exhibition: Adults ¥1300\, University and High School Students ¥800\, Junior High School Students and Under free. yen","7F Mitsui Honkan\, 2-1-1 Nihonbashi Muromachi\, Chuo-ku\, Tokyo 103-0022"
"Keisuke Masuda 'About a Portrait' opens",6/8/2023,6/8/2023,true,"Admission 0 yen","7-1 Nihombashi Tomizawacho\, Chuo-ku\, Tokyo 103-0006"
"7 Femmes Photographes opens",6/8/2023,6/8/2023,true,"Admission 0 yen","101 2-19-14 Sotokanda\, Chiyoda-ku\, Tokyo 100-0000"
"Ichigo Kamiji 'Incarnation' opens",6/7/2023,6/7/2023,true,"Admission 0 yen","4-13-3 Ginza\, Chuo-ku\, Tokyo 104-0061"
"Koji Kamamoto 'Viva Nostalgia' opens",6/11/2023,6/11/2023,true,"Admission 0 yen","8-15 Tutumi-cho\, Hirakata-shi\, Osaka 573-0057"
"Makoto Kagoshima 'Everyday' opens",6/30/2023,6/30/2023,true,"Admission undefined yen","2-5-20 Miyanomae\, Itami-shi\, Hyogo 664-0895"
"Akiko Ikeda's Original Art Exhibition 'The 40th Anniversary of Dayan the Cat: The Mysterious Journey of Dayan opens",6/28/2023,6/28/2023,true,"Admission null yen","3-6-1 Ginza\, Chuo-ku\, Tokyo 104-8130"
"Kenji Fujii 'Color/Emptiness' opens",6/16/2023,6/16/2023,true,"Admission 0 yen","1F Maison de Ville Kanda Jinbocho\, 2-11-4 Kanda Jimbocho\, Chiyoda-ku\, Tokyo 101-0061"
"Kenji Fujii 'Color/Emptiness' opens",6/16/2023,6/16/2023,true,"Admission 0 yen","3F\, 3-5-16 Ginza\, Chuo-ku\, Tokyo 104-0061"
"Gianluca Malgeri + Arina Endo 'Let Me Count the Ways' opens",6/3/2023,6/3/2023,true,"Admission 0 yen","4F\, 2-17-1 Nishishinbashi\, Minato-ku Tokyo 105-0003"
"Reiko Tsunashima Exhibition opens",6/9/2023,6/9/2023,true,"Admission 0 yen","202 Akasaka8 Bldg.\, 8-8-10 Akasaka\, Minato-ku\, Tokyo 107-0052"
"Satoru Kawagoe Exhibition opens",6/8/2023,6/8/2023,true,"Admission 0 yen","6-24-11 Todoroki\, Setagaya-ku\, Tokyo 158-0082"
"Hiroki Mirey 'Where Have All the Flowers Gone?' opens",6/5/2023,6/5/2023,true,"Admission undefined yen","3F\, 1-2-10 Imado\, Taito-ku\, Tokyo 111-0024"
"Complete Satisfaction opens",6/7/2023,6/7/2023,true,"Admission null yen","5-20-11 Sendagaya\, Shibuya-ku\, Tokyo 151-0051"
"Yuka Hotta 'Pppractice' opens",6/6/2023,6/6/2023,true,"Admission 0 yen","2-4-7 Hirakawa-cho\, Chiyoda-ku\, Tokyo 102-0093"
"Age of Informel - Paintings of the 1950-60s opens",6/3/2023,6/3/2023,true,"Admission Adults ¥370\, University Students and Seniors 65 & Over ¥290\, High School Students and Under free. Special Exhibition Fees may be charged separately. yen","2-1 Dewa-machi\, Kanazawa-shi\, Ishikawa 920-0963"
"Selection of Excellent Work opens",6/3/2023,6/3/2023,true,"Admission Adults ¥370\, University Students and Seniors 65 & Over ¥290\, High School Students and Under free. Special Exhibition Fees may be charged separately. yen","2-1 Dewa-machi\, Kanazawa-shi\, Ishikawa 920-0963"
"Transition of the Four Seasons II opens",6/3/2023,6/3/2023,true,"Admission Adults ¥370\, University Students and Seniors 65 & Over ¥290\, High School Students and Under free. Special Exhibition Fees may be charged separately. yen","2-1 Dewa-machi\, Kanazawa-shi\, Ishikawa 920-0963"
"Artists of Shonai opens",6/2/2023,6/2/2023,true,"Admission Adults ¥1100\, University and High School Students ¥500\, Junior High School Students and Under free\, Persons with Disability Certificates half price. yen","7-7 Onari-cho\, Sakata-shi\, Yamagata 998-0024"
"Saeka Komatsu\, 'Flowing Silently Like a Stream' opens",6/2/2023,6/2/2023,true,"Admission 0 yen","#101\, 1-23-4 Sengen\, Tsukuba-shi\, Ibaraki 305-0047 "
"Josef Albers Pedagogical Experiments opens",7/29/2023,7/29/2023,true,"Admission null yen","631 Sakado\, Sakura-shi\, Chiba 285-8505"
"Cultural Property of Kobe - Message from Our Treasure\, Town\, Heart\, Technique opens",7/22/2023,7/22/2023,true,"Admission Adults ¥300; University Students ¥150; High School Students & Under\, Persons with Disability Certificates + 1 Companion Free. Permanent exhibition on 1st floor Free. Special Exhibition Fees may be charged separately. yen","24 Kyomachi\, Chuo-ku\, Kobe-shi\, Hyogo 650-0034"
"Tamana Araki 'From the Depths of Ueno\, a Story Begins' opens",7/22/2023,7/22/2023,true,"Admission null yen","8-36 Ueno Park\, Taito-ku\, Tokyo 110-8712"
"Japanese Narrative Paintings The Nirvāņa of Śakyamuni\, The Tale of Genji\, and the Mai no Hon opens",7/15/2023,7/15/2023,true,"Admission [Collection Exhibition] Adults ¥1100\, University and High School Students ¥800. [Special Exhibition] Adults ¥1300\, University and High School Students ¥1000\, Junior High School Students and Under free. yen","6-5-1 Minami-Aoyama\, Minato-ku\, Tokyo 107-0062"
"Ghibli Park and Ghibli Exhibition opens",7/15/2023,7/15/2023,true,"Admission Adults ¥300; Students ¥200; Seniors 70 & Over\, Under 19s\, Persons with Disability Certificates + 1 Companion free\, Special Exhibition Fees may be charged separately. yen","3-1 Kameyama-cho\, Yamaguchi-shi\, Yamaguchi 753-0089"
"Kaoru Ueda Exhibition - 35th Anniversary of Takamatsu City Museum of Art opens",7/15/2023,7/15/2023,true,"Admission Adults ¥200; University Students ¥150; High School Students and Under\, Seniors 65 & Over free. Special Exhibition Fees may be charged separately. yen","10-4 Konyamachi\, Takamatsu-shi\, Kagawa 760-0027"
"With the Soil: The World of 'Agriculture' in Art from Millet\, Van Gogh\, Chu Asai to Contemporary Artists opens",7/8/2023,7/8/2023,true,"Admission Adults ¥320\, University and High School Students ¥240\, Junior High and Elementary School Students ¥180\, Seniors 70 & Over ¥160. Special Exhibition Fees may be charged separately. yen","666-1 Higashi-Kubo\, Senba-cho\, Mito\, Ibaraki 310‐0851"
"Numinous Minamiyamashiro opens",7/8/2023,7/8/2023,true,"Admission Adults ¥700; University Students ¥350; High School Students and Under\, Seniors 70 & Over\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","50 Noborioji-cho\, Nara-shi\, Nara 630-8213"
"Sakuzo Hineno 'A Retrospective' opens",7/1/2023,7/1/2023,true,"Admission Adults ¥310; University School Students ¥210; High School Students and Under\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","11 Otani-cho\, Tsu-shi\, Mie 514-0007"
"Poetic Light in the Prints of Marc Chagall: Works from the Museum of Modern Art\, Kamakura & Hayama opens",7/1/2023,7/1/2023,true,"Admission Adults ¥200; University and High School Students ¥150; Junior High and Elementary School Students\, Seniors 65 & Over  ¥100\, Special Exhibition Fees may be charged separately. yen","1-2 Kinuta-koen\, Setagaya-ku\, Tokyo 157-0075"
"Masterpieces Discovered by the Hoshino Gallery: Women between Hopes and Fears opens",7/15/2023,7/15/2023,true,"Admission Adults ¥500; University Students ¥400; High School Students and Under\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","623-1 Higashikatamachi\, Nakagyo-ku\, Kyoto-shi\, Kyoto 604-8183"
"Tsukurikake Lab 12 Atsuhiko Misawa + Connections - Filling in the Void opens",7/14/2023,7/14/2023,true,"Admission null yen","3-10-8 Chuo\, Chuo-ku\, Chiba-shi\, Chiba 260-0013"
"Mieko Fujimori Exhibition opens",6/1/2023,6/1/2023,true,"Admission null yen","9-7-1 Akasaka\, Minato-ku\, Tokyo 107-6205"
"Mariko Kohga Exhibition opens",6/1/2023,6/1/2023,true,"Admission Adults ¥1000; Elementary School Students & Over\, Persons with Disability Certificates + 1 Companion ¥600 yen","4-33-12 Kamimeguro\, Meguro-ku\, Tokyo 153-0051"
"Shibuya 2-chome Art Project Produced by CADAN opens",5/30/2023,5/30/2023,true,"Admission 0 yen","2 Shibuya\, Shibuya-ku\, Tokyo 150-0002"
"Ikuo Hirayama Exhibition opens",5/29/2023,5/29/2023,true,"Admission Adults ¥1000\, University and High School Students ¥500\, Junior High and Elementary School Students ¥300 yen","200-2 Setodacho Sawa\, Onomichi-shi\, Hiroshima\, 722-2413"
"Akio Ohmori Exhibition opens",5/27/2023,5/27/2023,true,"Admission 0 yen","Ginza Six 6F\, 6-10-1 Ginza\, Chuo-ku\, Tokyo 104-0061"
"Sivelia 'The Black Specimen' opens",5/27/2023,5/27/2023,true,"Admission 0 yen","Ginza Six 6F\, 6-10-1 Ginza\, Chuo-ku\, Tokyo 104-0061"
"Dean Bowen  Australia: Land\, Sky\, Birds and Creatures opens",7/8/2023,7/8/2023,true,"Admission Adults ¥300; University and High School Students ¥150; Junior High School Students and Under\, Persons with Disability Certificates + 1 Companion free; Special Exhibition Fees may be charged separately. yen","Gunmanomori Park\, 992-1 Watanuki-machi\, Takasaki-shi\, Gunma 370-1293"
"Selected Works of Sumitomo Collection – Western Paintings of the 19th-20th Century from France and Japan opens",7/1/2023,7/1/2023,true,"Admission Adults ¥300; University and High School Students ¥200; Junior High School Students and Under\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","2-1 Kotobuki-Machi\, Oita-shi\, Oita 870-0036"
"Evangelion Crossing Expo opens",7/1/2023,7/1/2023,true,"Admission Adults ¥800; High School Students ¥600; Junior High School Students ¥400; Elementary School Students ¥200; Infants\, Persons with Disability Certificates + 1 Companion free. yen","285 Masudashinmachi\, Masudamachi\, Yokote-shi\, Akita 019-0701"
"Tsu-Tsu Exhibition opens",7/1/2023,7/1/2023,true,"Admission 0 yen","3-18-20 Nishi-Sanbancho\, Towada-shi\, Aomori 034-0083"
"ICC Annual 2023: Shapes of Things opens",6/24/2023,6/24/2023,true,"Admission Open Space: Free. Special Exhibitions: Depends on each event. yen","4F Tokyo Opera City Tower\, 3-20-2 Nishishinjuku\, Shinjuku-ku\, Tokyo 163-1404"
"Enamel and Body / Ceramics opens",6/17/2023,6/17/2023,true,"Admission 0 yen","5-4-1 Ginza\, Chuo-ku\, Tokyo 104-0061"
"About Color: Manika Nagare\, Michael Toenges and Peter Tollens opens",6/10/2023,6/10/2023,true,"Admission 0 yen","B1F Yamasan Bldg.\, 2-6-13 Nihonbashi-Honcho\, Chuo-ku\, Tokyo 103-0023"
"Atsuhito Sekiguchi 'Abstruct Classing prana' opens",6/13/2023,6/13/2023,true,"Admission 0 yen","2F\, 2-4-11 Sakae\, Naka-ku\, Nagoya-shi\, Aichi 460-0008"
"Collection Exhibition - Glass and Nature opens",6/10/2023,6/10/2023,true,"Admission Adults and University Students ¥200; High School Students and Under\, Seniors 70 & Over residing in Toyama City\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","5-1 Nishi-cho\, Toyama-shi\, Toyama 930-0062"
"Akira Otsubo 'The Other Side of the Curtain' opens",6/9/2023,6/9/2023,true,"Admission 0 yen","2F\, 5-8-8 Nishi-tenma\, Kita-ku\, Osaka-shi\, Osaka 530-0047"
"2nd Period Collection - Jutaro Kuroda and Kansai Bijutsuin opens",6/3/2023,6/3/2023,true,"Admission Adults ¥300; University and High School Students ¥150; Junior High and Elementary School Students\, Seniors 65 & Over\, Persons with Disability Certificates + 1 Companion free. yen","1-10-1 Chuominato\, Chuo-ku\, Chiba-shi\, Chiba 260-0024"
"2nd Period Collection - Masterpieces 2 Kaii Higashiyama: Deepening Nature and Life opens",6/3/2023,6/3/2023,true,"Admission Adults ¥300; University and High School Students ¥150; Junior High and Elementary School Students\, Seniors 65 & Over\, Persons with Disability Certificates + 1 Companion free. yen","1-10-1 Chuominato\, Chuo-ku\, Chiba-shi\, Chiba 260-0024"
"2nd Period Collection - The Age of Postcards 2 opens",6/3/2023,6/3/2023,true,"Admission Adults ¥300; University and High School Students ¥150; Junior High and Elementary School Students\, Seniors 65 & Over\, Persons with Disability Certificates + 1 Companion free. yen","1-10-1 Chuominato\, Chuo-ku\, Chiba-shi\, Chiba 260-0024"
"Tani Q Exhibition opens",6/2/2023,6/2/2023,true,"Admission 0 yen","856 Itamuro\, Nasushiobara-shi\, Tochigi 325-0111"
"Summer Collection - New Acquisitions in 2022 opens",5/23/2023,5/23/2023,true,"Admission Adults ¥300; University and High School Students ¥200; Junior High and Elementary School Students ¥ 150; Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","4-36 Shiroyama-cho\, Kagoshima-shi\, Kagoshima 892-0853"
"Tools of Ghost opens",6/3/2023,6/3/2023,true,"Admission 0 yen","3F\, 5-1 Nishi Goken-cho\, Shinjuku-ku\, Tokyo 162-0812"
"Home Sweet Home opens",6/24/2023,6/24/2023,true,"Admission Adults ¥430; University Students ¥130; High School Students and Under\, Under 18s\, Seniors 65 & Over\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","4-2-55 Nakanoshima\, Kita-ku\, Osaka-shi\, Osaka 530-0005"
"Mirage Collage Assemblage Vol. 11 opens",6/20/2023,6/20/2023,true,"Admission 0 yen","#101 2-12-20 Kita-Aoyama\, Minato-ku\, Tokyo 107-0061"
"Healing Journey opens",6/27/2023,6/27/2023,true,"Admission 0 yen","#101 2-12-20 Kita-Aoyama\, Minato-ku\, Tokyo 107-0061"
"Kotobuki Shiriagari 'Had a Dream' opens",6/20/2023,6/20/2023,true,"Admission 0 yen","2F\, B1F Kimura Bldg.\, 3-6-5 Kyobashi\, Chuo-ku\, Tokyo 104-0031"
"Maiko Muro 'Summer Road' opens",6/16/2023,6/16/2023,true,"Admission 0 yen","5F Ginza Katagiri Bldg.\, 1-13-4 Ginza\, Chuo-ku\, Tokyo 104-0061"
"Mokuma Kikuhata 'Tendosetsu' opens",6/15/2023,6/15/2023,true,"Admission 0 yen","1F Koura Daiichi Bldg.\, 1-1-6 Nihombashi\, Kayaba-cho\, Chuou-ku\, Tokyo 103-0025"
"Wreck 'Wreckonize' opens",6/16/2023,6/16/2023,true,"Admission null yen","B1F Shibuya Parco\, 15-1 Udagawacho\, Shibuya-ku\, Tokyo 150-0042"
"Remi Suzuki 'Eighth Note Beats' opens",6/9/2023,6/9/2023,true,"Admission 0 yen","1F\, 1-40-9 Kitazawa\, Setagaya-ku\, Tokyo 155-0031"
"Yusuke Okada 'Wonderland' opens",6/16/2023,6/16/2023,true,"Admission 0 yen","6F Ginza Place\, 5-8-1 Ginza\, Chuo-ku\, Tokyo 104-0061"
"Yuiha Yamaguchi 'Draw the Line' opens",6/10/2023,6/10/2023,true,"Admission 0 yen","1F\, 2-10-1 Jingumae\, Shibuya-ku\, Tokyo 150-0001"
"Trax 30th Anniversary Group Show Vol. 1 opens",6/3/2023,6/3/2023,true,"Admission 0 yen","1245 Gochoda\, Takanecho\, Hokuto-shi\, Yamanashi 408-0017"
"Introduction to Art Archive XXV: A Passion for Kabukiー The Tanabe Collection of the Magazine\, Yakusha opens",5/22/2023,5/22/2023,true,"Admission null yen","3-2-5 Mita\, Minato-ku\, Tokyo 108-8345"
"Kiyoshi Niiyama 'After 1945' opens",6/16/2023,6/16/2023,true,"Admission 0 yen","102\, 2-6-3 Shimoochiai\, Shinjuku-ku\, Tokyo 161-0033"
"Collection Exhibition 2 - Sculpture opens",6/6/2023,6/6/2023,true,"Admission Adults ¥200; University and High School Students ¥150; Junior High and Elementary School Students ¥100; Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","5191-9 Nishiohata-cho\, Chuo-ku\, Niigata-shi\, Niigata 951-8556"
"I Look When You Touchー To-ku and Chikaku opens",6/10/2023,6/10/2023,true,"Admission 0 yen","4-26-7 Meguro\, Meguro-ku\, Tokyo 153-0063"
"Tomoka Shindo 'Between' opens",6/14/2023,6/14/2023,true,"Admission 0 yen","3-19-20 Kitazawa\, Setagay-ku\, Tokyo 155-0031"
"Hideki Kimura Exhibition: Street Art for Adult opens",6/16/2023,6/16/2023,true,"Admission 0 yen","3F Pola Bldg.\, 1-7-7 Ginza\, Chuo-ku\, Tokyo 104-0061"
"Yusaku Takeda 'Gray' opens",6/12/2023,6/12/2023,true,"Admission 0 yen","8F Iraka Ginza Bldg.\, 6-4-7 Ginza\, Chuo-ku\, Tokyo 104-0061"
"Miki Sato Exhibition opens",6/7/2023,6/7/2023,true,"Admission 0 yen","3F Wakasa Bldg.\, 1-8-24 Edobori\, Nishi-ku\, Osaka-shi\, Osaka 550-0002"
"Suehiro Maruo Exhibition opens",6/24/2023,6/24/2023,true,"Admission 0 yen","3F Kimuraya Bldg.\, 2-5-22 Kyobashi\, Chuo-ku\, Tokyo 104-0031"
"Mikio Tagusari Exhibition opens",6/19/2023,6/19/2023,true,"Admission 0 yen","3-5-10 Jingumae\, Shibuya-ku\, Tokyo 150-0001"
"Salsa of Arts opens",6/3/2023,6/3/2023,true,"Admission 0 yen","2-19-7 Nezu\, Bunkyo-ku\, Tokyo 113-0031"
"Takahata Isao: A Legend in Japanese Animation opens",7/8/2023,7/8/2023,true,"Admission Adults ¥520\, University Students ¥310\, High School Students and Under free. Special Exhibition Fees may be charged separately. yen","3060 Isshinden-kouzubeta\, Ts-shi\, Mie 514-0061"
"Fish opens",6/1/2023,6/1/2023,true,"Admission Adults ¥1000\, Under Age 20 free. yen","10-32 Amijima-cho\, Miyakojima-ku\, Osaka-shi\, Osaka 534-0026"
"Shinichi Mita 'In-Spire - Breath of Life' opens",6/10/2023,6/10/2023,true,"Admission Adults ¥500\, University and High School Students ¥200\, Junior High and Elementary School Students ¥100 yen"," 4-7-1 Saifu\, Dazaifu-shi\, Fukuoka 818-0117"
"Iri Maruki + Toshi Maruki 'Battle of Okinawa' opens",5/26/2023,5/26/2023,true,"Admission Adults ¥800\, University Students and Seniors 70 & Over ¥700\, High School and Junior High School Students ¥600\, Elementary School Students and Under ¥300 yen","358 Uehara\, Ginohara-shi\, Okinawa 901-2204"
"Ryuhei Yokoyama 'City from the Wind / Carpe Diem' opens",6/3/2023,6/3/2023,true,"Admission 0 yen","5F\, 2-7-5 Nishiazabu\, Minato-ku\, Tokyo 106-0031"
"Tono Monogatari and Witchcraft opens",7/21/2023,7/21/2023,true,"Admission Adults ¥310\, High School Students and Under ¥160\, Persons with Disability Certificates + 1 Companion free. yen","3-9 Higashidate-cho\, Tono-shi\, Iwate 028-0515"
"Publicness of the Art Center 2023 Playing & Locality opens",7/22/2023,7/22/2023,true,"Admission Adults ¥900; High School Students and Under\, Seniors 70 & Over\, Persons with Disability Certificates + 1 Companion free. yen","1-6-8 Goken-cho\, Mito-shi\, Ibaraki 310-0063"
"The Plants of Niigata as Seen by Dr. Tomitaro Makino - Specimens Linked to Dr. Makino opens",5/2/2023,5/2/2023,true,"Admission 0 yen","2-1-1 Saiwai-cho\, Nagaoka-shi\, Niigata 940-0084"
"Takeru Kohara 'Satsuen' opens",5/27/2023,5/27/2023,true,"Admission 0 yen","570-120 Gion-machi Minami-gawa\, Higashiyama-ku\, Kyoto-shi\, Kyoto 605-0074"
"Takeru Kohara 'Satsuen' opens",5/27/2023,5/27/2023,true,"Admission 0 yen","2F\, 6-4-1 Ginza\, Chuo-ku\, Tokyo 104-0061"
"Collection Works - The Color of Sakura opens",6/3/2023,6/3/2023,true,"Admission null yen","210 Shinmachi\, Sakura-shi\, Chiba 285-0023"
"The History of Japanese Sword Records opens",6/3/2023,6/3/2023,true,"Admission Adults ¥1000; University and High School Students ¥500; Junior High School Students and Under\, Persons with Disability Certificates + 1 Companion free. yen","1-12-9 Yokoami\, Sumida-ku\, Tokyo 130-0015"
"Emiko Fujishima's World of Picture Books opens",6/1/2023,6/1/2023,true,"Admission Adults\, University and High School Students ¥500; Junior High and Elementary School Students ¥300; Infants free. yen","23 Kakunodatemachi Tamachikamicho\, Semboku-shi\, Akita 014-0311"
